updateDt,title,source,translated,remove_stopword,lemmatization
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘어두운 표정으로 입장’",ko,"[Potato] Win, ‘Entry with the Dreams’","WIN , BLACKPINK AND DREAM NAMPO SHOT “ BUFFING CREATOR CHALLENGE ” [ M+★SNS ]",win ` ` climate Struggle Attendance ''
2019-02-27 00:00:00+00:00,"[포토] 빅뱅 승리, 성접대 의혹 경찰 출석 ‘굳은 표정’",ko,"[Potato] Victory of BIGBANG, Sungkyunkwan suspicious police attendance ‘Gang Jeong’",happy announce happy announce happy announce happy announce happy announce happy hear,be club running win ? ` ` safety tax portal ''
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘복잡한 심경’",ko,"[Potato] Victory, ‘Don’",YG REVEALS THE WINNER 'S BIRTHDAY CELEBRATION ... THE ADORABLE APPEARANCE OF THE SCATTERED POLLEN,' GANGWON - DO ' yg ENTERTAINMENT ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO '' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO ' ' GANGWON - DO '
2019-02-27 00:00:00+00:00,"빅뱅 승리, 버닝썬 성접대 이어 해피벌룬 의혹까지..잇따른 구설 ‘충격’",ko,"Big Bang Wins, Burning Sun’s Sacred Heart to Happy Valley..","Subscribers , Norwegian population 4 times South Korea black hood","win "" the Sustainability Sustainability """
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘성실히 조사 받겠습니다’",ko,"[Potato] Win, ‘We’ll be happy to see you’",BIGBANG wins KRW 1 billion second consecutive year,what time remnant remnant remnant ?
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘무거운 표정으로 출석’",ko,"[Potato] Wins, ‘Exhibition of Unfair Competition’","3 years donations win , Greenwich Child Foundation","WIN HAPPYLAND INHALE 'S SUFFICIENT DETECTING ' sufficient DETECTING ' insufficient SNS account be burn SUN , real drugs ?"
2019-02-27 00:00:00+00:00,"'성접대 의혹' 빅뱅 승리, 경찰 출석 “죄송하다, 마약검사 받을 것”",ko,"""The Big Bang Victory, Police Attendance ""We will be sorry, Drug Test""","YG , BIGBANG WINS BIRTHDAY CONTEST PUBLIC PARTY+INTENSE LOOK ‘ FOOT ’",COPYRIGHT ( C ) 2015 SHINSUNG . all right RESERVED
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘천근만근 무거운 발걸음’",ko,"[Potato] Win, ‘Heavy Throat’","Big Bang Wins , Donation Crusade ! Donation KRW 1 billion capital profit","yg ENTERTAINMENT , BUMBLEBEE"
2019-02-27 00:00:00+00:00,"[포토] 승리, ‘성접대 의혹 조사차 출석’",ko,"[Potato] Wins, ‘Extendance of the Prophet’","[ Potato ] Lee Ayun Lee , Lovely Volume Body","bigbang win "" we actively engage police investigation """
2019-02-27 00:00:00+00:00,"[포토] 빅뱅 승리, 경찰 포토라인에 서다",ko,"[Potato] Victory of BIGBANG, standing on the police photo line","2018Bang Ye-dam-year rookie idol group attention , Choi raeseong , Choi Hyeonseok",the World ' nominent ' 2nd North American Conference ' issue ' samkin '
2019-02-27 00:00:00+00:00,"[포토] 빅뱅 승리, 경찰 출석",ko,"[Photo] Big Bang Win, Police Attendance","KANGDANIEL , NO . 1 IN THE BOY GROUP BRAND PLEASURE ... BTS JI MIN JEONG",` ` I would like receive drug test ''
2019-02-27 00:00:00+00:00,‘마약 성접대 의혹’ 승리 경찰 자진출석 “마약검사 받겠다”,ko,‘Massage of the Prophet’ Victory Police Self-expected “We’ll Be a Drug Inspection”,"Warnerwon Kangdaniel , December Boy Group Private Brand Top 2nd place second place second place second place second place","Win Happyland , go Vietnam go drug ? ' I ' now . '"
2019-02-27 00:00:00+00:00,"정장 입고 경찰 출석한 승리, '성접대 의혹' 질문에...",ko,"Adress: No. 5 Yard, 7th Guanggu Street, Badaling Economic Development Zone, Yanqing District, Beijing, China.",The first solo tour day `` I expect meet Big Bang '' Final,"WIN , 2 year ago VIETNAM ' s ' HAPPY BEVERLY ' and yg "" I ' m go to be HAPPY """
2019-02-27 00:00:00+00:00,"[데일리안 오늘뉴스 종합] 2차 북미정상회담 개시, 한국당 새 당대표에 황교안, 文대통령 지지율 47.8% 답보, 버닝썬 논란 승리 자진출석 의사 등",ko,"[Dailyan News] Launched the 2nd North American Summit, the New Party Representative of Korea, and the New Party Representative of the Republic of Korea, the Support Rate 47.8% Report, the Burning Sun Non-ran Victor Jang Seok, etc","Victory , first solo tour Finale Tennessee proving",""" Bundled "" photo take vietnamese woman ' Happy Boon '"
2019-02-27 00:00:00+00:00,[포토] ‘고개숙인 승리’,ko,[Potato] ‘Potato win’,"WIN , YYYYYYYYYYYYYYYYYYYYYYY",` ` I would like receive drug test '' ` ` I would like receive drug test ''
2019-02-27 00:00:00+00:00,"승리, 성접대 이어 ‘해피벌룬’ 의혹 “정신 몽롱 자꾸 웃음 나와”",ko,“The spirit of Montlon’s laughter”,"Kangdaniel , Park Jinyoung Ahn ( ? ) `` Idol Room ''","' Massage Prophet ' victory Police self - expect "" we ' be Drug Inspection """
2019-02-27 00:00:00+00:00,"경찰 조사 앞둔 승리, 베트남서 '해피벌룬' 흡입 의혹도  YG 측 ""조작이다""",ko,"POLICE INVESTIGATION IN FRONT OF THE VICTORY, VIETNAM'S 'HAPPY BOON' SUCTION HUMP YG SIDE ""IT IS A MASTERPIECE""",People reject Song Hankuk Song 300 live starch,"victory "" I ' go victim """
2019-02-27 00:00:00+00:00,"해피벌룬, 韓 처벌 수위는 어느정도? 해외까지 퍼진 아이돌 의혹 제기 '봇물 터진 듯'",ko,"What is the number of penalties? ""As a bot that spreads overseas,""",[ 2018 Lovers Year ] 'Bon ' Kim Gukjin ♥ Gangsuji → 'Gaeaeae ' ♥ ... Pink Light,"[ Photo ] Big Bang Win , Police Attendance"
2019-02-27 00:00:00+00:00,승리 “수사기관 출두해 마약유통 성접대 의혹 수사협조”,ko,Winning “The Sustainability of the Sustainability”,"[ POTATO ] WIN-HEE LEE-HEON HYEONMU , ‘ 3MC TODAY ’",what nasal pylon ? designate domestic foreign material 2017
2019-02-27 00:00:00+00:00,승리 “경찰 자진 출석하겠다”,ko,Victory “I’m going to be a victim”,"‘ WON ’ PARK SUNG-GWANG , ‘ MBC ANNUAL AWARD ’ BEST COUPLE AWARD “ CHANG CHUN FIGHTING ”","[ Potato ] bigbang win , Tensioned Marked Police Attendance"
2019-02-27 00:00:00+00:00,"빅뱅 승리 ""하루라도 빨리 수사기관 자진출두 마약검사 받겠다""",ko,Big Bang Wins “I’m going to receive a drug test for the first time in Korea”,AWARDED THE BEST ENTERTAINMENT AWARD FOR ‘ MBC AWARD ’,what be FIBERLAND ? smoking be a HUMP ... yg turn out to enter
2019-02-27 00:00:00+00:00,"[특징주] 와이지엔터, 빅뱅 승리 성접대 의혹에 이틀째 '↓'",ko,"[Special stock] Wage Entertainment, BIGBANG wins '↓'",혜리-전현무 ( 2018 MBC BROADCASTING AWARD ),"Kim Ki - bang Kim Huigyeong 's entertainment room , appear hello"
2019-02-27 00:00:00+00:00,"승리 ""경찰 자진 출석...마약검사 받겠다"" 정면 돌파 선언",ko,"Winning ""Climate Skilled Attendance...I’m going to be a weak test""","WIN-HEE LEE , BODYGUARD~ ( 2018 MBC BROADCASTING AWARD )","[ Potato ] bigbang win , sinful mind"
2019-02-27 00:00:00+00:00,"승리 ""경찰 자진출두해 마약검사 받겠다""",ko,"""I would like to receive a drug test""","WIN-HEE-HEON HYEON-MYEON , COOL GREETINGS ( 2018 MBC BROADCASTING COMPETITION )",""" the Big Bang "" win BIGBANG , today ' police attendance "" we ' get weak test """
2019-02-27 00:00:00+00:00,"YG 측 ""승리, 경찰에 자진출두 마약 관련 의혹에 적극 협조할 것""",ko,"YG SIDE ""I WILL ACTIVELY COLLABORATE WITH THE VICTIMS OF THE DRUG RELATED TO THE POLICE""","WIN-HEE LEE-HEON HYEON-MYEON , COOL MCS ( 2018 MBC BROADCASTING AWARD )","[ Potato ] Win , ' Dark Police Station Runway '"
2019-02-27 00:00:00+00:00,"경찰, 빅뱅 승리 성접대 의혹 카톡 내사 YG 조작주장 근거 ""본인에게 확인해보니""",ko,"KIM KI-BANG KIM HUIGYEONG'S ENTERTAINMENT ROOM, APPEARED HELLO","WIN BIGBANG WIN , HUN HUN BYE ( 2018 MBC BROADCASTING AWARD )",Big Bang Wins ` ` I ' m go victim sin '' Police Attendance ( Program )
2019-02-27 00:00:00+00:00,경찰유착 승리 카톡 의혹에 ‘버닝썬’ 청원 20만 돌파 靑 답변은?,ko,靑  답변  답변  답변?,"[ Potato ] Wins , ‘ Sai Age ’","[ Potato ] win , ' climate Church Attendance '"
2019-02-27 00:00:00+00:00,[공식입장] 승리 “불편한 이슈 죄송 하루라도 빨리 경찰 자진출두할 것”,ko,[Official Admission] Winning “Which issues will soon be a police suicide”,"WIN , GREETING WITH MC ( 2018 MBC BROADCASTING AWARD )","[ second ] ' Second Drug Abuse ' bigbang Win Police Attendance "" Second test """
2019-02-27 00:00:00+00:00,"승리 ""경찰 자진 출석해 모든 의혹 밝히겠다""",ko,"""I would like to thank all the people who have been enlightened""","WIN-HEE-HEON HYUN-MU , SON-IN ( 2018 MBC BROADCASTING AWARD )","bigbang win , today 9 pm Police Attendance "" Proposal investigation , urine inspection hair inspection "" [ professional ]"
2019-02-27 00:00:00+00:00,"YG 측 “승리, 경찰 자진출두...마약 검사 등 모든 수사 협조”(공식)",ko,"YG SIDE “WINNER, POLICE SELF-EXPORT... ALL INVESTIGATIONS COOPERATION” (OFFICIAL)","WIN-HEE LEE-HEON HYEON , MC ( 2018 MBC BROADCASTING AWARD )",Big Bang Wins ' Happy Boon ' Breath of Photo topic
2019-02-27 00:00:00+00:00,승리가 흡입 의혹 받고 있는 환각제 '해피벌룬' 뭐길래? 처벌수위는?,ko,"What do you want to ""Happy Boon""? How to get to?","‘ IDOL ROOM ’ WARNERWON , THE OFFICIAL NAME OF THE JYP ‘ JYP ’","[ Potato ] Victory BIGBANG , stand police photo line"
2019-02-27 00:00:00+00:00,승리 공식입장 “성접대 의혹 사실무근”→강경대응 경찰 내사 착수(종합),ko,Victory official entrance “Severely suspiciousness”→Admission of police officers (Total),"[ POTATO ] WIN-HEE LEE-HEON HYEON-MYEON , 'DAILY MC ' ( 2018 MBC BROADCASTING AWARD )","Big Bang Wins , today ( 27th ) 9:00 Police Attendance Protestant Harpbalun 's Mouth Open"
2019-02-27 00:00:00+00:00,경찰 “빅뱅 승리 ‘성접대 의혹’ 내사 착수”,ko,Police “Big Bang Wins ‘Sensorship’ Outreach”,"[ COMPLETION ] ‘ MBC ANNUAL AWARD ’ THE 2ND GRAND PRIX FOR THE EWHA WOMANS UNIV. , ‘ THE X-NAMJA SANDA ’ UNEXPECTED JUJU",can I get penalty even I win pivot ? why ?
2019-02-27 00:00:00+00:00,"경찰, 빅뱅 승리 ‘성접대 의혹’ 내사 착수",ko,"Police, BIGBANG Wins ‘Sensorship’","`` EXHIBITION '' LEE YOUNG-JAE , THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD OF THE AWARD","WIN , this year ' s ' HAPPY BALLOON suction ' PHOTO COMMENTARY YG "" I ' m go to be HAPPY """
2019-02-27 00:00:00+00:00,"'승리 친구' 버닝썬 이문호 대표, 모발서 마약 검출 SNS 급폐쇄",ko,"'REMOTE FRIENDS' BURNING SUN LEE MOON LAKE REPRESENTATIVE, HAIR DRUG DETECTION SNS REMINDER","[ POTATO ] WINS , ‘ BUDDHIST ’ ( 2018 MBC BROADCASTING AWARD )","the second daughter 's marriage , opposite Kimmu - joo - joo - joo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo - cheo"
2019-02-27 00:00:00+00:00,"""'승리 카톡'은 조작""이라는 YG 반박에 ""저질적인 내용을 순화한 것 외에 조작 없어""",ko,"""""SECOND"" IS OPERATED BY YG IN THE HALF-NIGHT ""THERE IS NO MANIPULATION IN ORDER TO PRODUCE LOW QUALITY CONTENT.""","'2018 MBC YONSEI GRAND PRIZE ' `` KBS BEGATJEONG , MBC IS GLAD ''","' Big Bang ' win "" we ' able get suspicious , fast police even day """
2019-02-27 00:00:00+00:00,경찰 수사 대상 승리 “자진출두해 마약 검사 받을 것” 카톡 성접대 의혹은?,ko,The winner of the police investigation “I will receive a self-proclaimed drug inspection”?,WIN-HEE LEE-HEON HYEON-MYEON ( 2018 MBC BROADCASTING AWARD ),' second ' Win Police self - Second '
2019-02-27 00:00:00+00:00,"승리 마약검사 ""성접대 의혹 등 경찰 수사에 적극적 밝히겠다""",ko,"""I would like to be active in police investigations such as police officers""",“ I live alone ” wins “ I live alone ” school BTS J Hop ”,` ` we want check drug '' attendance police
2019-02-27 00:00:00+00:00,"박한별 “성접대 의혹은 남편의 사생활, 밝힐 입장 없다”",ko,"Park Han-by-One “Second-by-One’s Husband’s Life, No Bright Hill Entry”","'2018 MBC AWARD ' MC WIN , A-TYPE FLUX ? `` I DO N'T KNOW ME ''",bigbang win Week Seoul
2019-02-27 00:00:00+00:00,"'성접대 의혹 파문' 승리 ""경찰 자진 출석해 마약검사 받겠다""",ko,"""I would like to receive a drug test"" ""I would like to receive a drug test""",“ WHY THE WHITE PAPER IS ” SBS YEONGDEUNGGDEUNGGDEUNGGDEUNGGDEUNGGDEUNGGDEUNGGDEUNGGI,WIN WIN WIN WIN WIN WIN WIN WIN WIN WIN
2019-02-27 00:00:00+00:00,"승리 카톡부터 마약 의혹까지 '정면돌파' YG vs SBS 첨예한 입장대립, 누가 진실?",ko,"'Godstone' YG vs SBS Advanced Entry, who is true?","[ YREVIEW ] 'NAMJASANDA ' WIN , A SEMI-PERMANENT BUSINESSMAN→THE CHARM OF THE CURRENT BROTHER","[ Potato ] Win , "" we meet survey """
2019-02-27 00:00:00+00:00,“억울하다” 승리가 항변한 베트남 여성과 ‘해피벌룬’ 마시는 사진,ko,“Bundled” photos taken by the Vietnamese women and ‘Happy Boon’,"'Idol Room ' Warner , Reissue 7 months .. Actively revamped Kangdaniel Possible","adress : no . 5 Yard , 7th Guanggu Street , Badaling Economic Development Zone , Yanqing District , Beijing , China ."
2019-02-27 00:00:00+00:00,"승리, 2년전 베트남서 ‘해피벌룬’ 의혹 YG “교묘하게 찍힌 것”",ko,"WIN, 2 YEARS AGO VIETNAM’S ‘HAPPY BEVERLY’ AND YG “I’M GOING TO BE HAPPY”","‘ Idol Room ’ Warnerwon , 7 months Reissue Kangdaniel ‘ Posted ’ Reissue","what number penalty ? ` ` as bot spread overseas , ''"
2019-02-27 00:00:00+00:00,"승리 해피벌룬, 베트남까지 가서 마약을? ‘하다하다 이제..’",ko,"Win Happyland, Go to Vietnam and Go Drugs? ‘I’m Now.’","WARNERONE , ‘ IDOL ROOM ’ CHRISTMAS FEATURE LAUNCHED JYP POSSESSION",""" the spirit Montlon ' laughter """
2019-02-27 00:00:00+00:00,"승리 ""경찰 자진 출석해 마약검사 받겠다""",ko,"""I would like to receive a drug test""","`` IDOL ROOM '' KANGDANIEL , JYP `` FOJ TICKETING '' IN THE SUSPICIOUS `` FOJ REALLY DEPENDS ''","POLICE investigation in front of the victory , VIETNAM 's ' HAPPY BOON ' suction HUMP YG SIDE ` ` it be a MASTERPIECE ''"
2019-02-27 00:00:00+00:00,빅뱅 승리 “자진 출두해 경찰조사에 적극 협조하겠다”,ko,BIGBANG wins “We will actively engage in police investigation”,"`` Released 7 months '' .. '' Idol Room '' Warnerwon Kangdaniel , Possible Disaster","[ Dailyan News ] launch 2nd North American Summit , New Party Representative Korea , New Party Representative Republic Korea , Support Rate 47.8 % report , burn Sun Non - run Victor Jang Seok , etc"
2019-02-27 00:00:00+00:00,세계가 주목한 '2차 북미회담' 이슈 집어삼킨 '승리 성접대 의혹' 카톡,ko,The World’s Nominent ‘2nd North American Conference’ issue ‘Samkin’,"“ Idol Room ” Christmas Feature ! Warnerwon , reissued 7 months , 'Panth Reissues '","[ Potato ] win , ' Extendance Prophet '"
2019-02-27 00:00:00+00:00,"승리 성접대 의혹 해명에도 YG엔터테인먼트, 비난 폭주",ko,"YG ENTERTAINMENT, BUMBLEBEE","`` Idol Room '' wins `` Jadron , wait 1 hour holiday ''","[ Potato ] Win , ' Heavy Throat '"
2019-02-27 00:00:00+00:00,"버닝썬 대표 이문호, 결백 주장→마약검출 보도→SNS 계정 돌연 '삭제'",ko,COPYRIGHT (C) 2015 SHINSUNG. ALL RIGHTS RESERVED,Wannawon Kangdaniel 'Idol Room ' Signature Poz Markdown Happy Birthday,"` ` the Big Bang Victory , Police Attendance ` ` we sorry , Drug Test ''"
2019-02-27 00:00:00+00:00,"승리 해피벌룬 흡입 의혹 '마약성분 검출' 이문호 SNS 계정 삭제 버닝썬, 진짜 마약소굴?",ko,"WIN HAPPYLAND INHALE'S SUFFICIENT DETECTING 'SUFFICIENT DETECTING' INSUFFICIENT SNS ACCOUNT IS BURNING SUN, REAL DRUGS?","‘ Idol Room ’ Warnerwon Kangdaniel , Park Jinyoung Anmu Seok Seok Seok",[ Potato ] ' Potato win '
2019-02-27 00:00:00+00:00,"버닝썬 이문호 마약 검출 승리 ""나도 검사 받겠다"" 투약시 체내 잔류 기간은?",ko,What is the time of the remnant of the remnant of the remnants?,Women 's 'Business ' Men ' ... Teens popular job,"[ Potato ] Win , ' we ' happy see '"
2019-02-27 00:00:00+00:00,"FT아일랜드 최종훈, 빅뱅 승리와 친분 보니 겨울맞이 연탄나르기 봉사 '훈훈'",ko,"FT ISLAND FINALISM, VICTORY AND FRIENDSHIP, THE WINTER-CHANGING SERVICE 'HOON'",BIGBANG Win Club ‘ Banning Sun ’ What happens ?,"Big Bang Wins , burn Sun ' Sacred Heart Happy Valley .."
2019-02-27 00:00:00+00:00,"승리가 운영한 클럽이 소매점? ""세금 포탈 위한 꼼수""",ko,"Is the club running a win? ""Safety for tax portal""","`` I live alone '' wins , shocking year-end year-end settlement inclusion","[ Potato ] victory , ' don '"
2019-02-27 00:00:00+00:00,"'진퇴양난' YG엔터테인먼트 주가 이틀째 하락 중 ""승리 자진 출두, 모든 수사 협조""",ko,'GANGWON-DO' YG ENTERTAINMENT 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO'' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO' 'GANGWON-DO',"`` AS SOON AS THE SINGER DEBUTS ARE LEFT , IT 'S NOT AS MUCH AS THE APPEARANCE ... ''",Big Bang Victory Police Attendance ` ` severely Sin Song ''
2019-02-27 00:00:00+00:00,"YG엔터테인먼트 ""승리 자진출석해 경찰 조사받을 것""",ko,"YG ENTERTAINMENT ""WILL BE A POLICE INVESTIGATION""","[ SBS ENTERTAINMENT ] WIN , SHINSTILLER AWARD “ BUBBLE COMEBACK ”","' Big Bang ' win , ' Sacred Persons ' attendance police investigate"
2019-02-27 00:00:00+00:00,"승리 ""경찰 자진 출석 수사 협조""",ko,"Winning ""Climate Struggle Attendance""","‘ My Son ’ wins , ‘ My Son ’ appeared Sister Momo","[ Potato ] win , ' entry Dreams '"
2019-02-27 00:00:00+00:00,"승리 경찰출석 ""의혹 사실이면 법적 처벌 받겠다""",ko,"Win police officers ""to be legal punishment""",`` I LIVE ALONE '' WHO ARE THE WINNERS ? 'ACTIVATE AS A DJ FOR 3 YEARS ',"Big Bang Wins , Police Attendance "" we ' get Drug Inspection """
2019-02-27 00:00:00+00:00,'버닝썬 유흥업소 경찰유착' 청원 20만 돌파 청와대 답변해야,ko,"""Banning Sun Youth Center Police Accident"" Cheongwon 20 million breakdown Cheongwada","BIGBANG Victory Club ‘ Banning Sun ’ event , happened ?","[ Potato ] Victory BIGBANG , Sungkyunkwan suspicious police attendance ' Gang Jeong '"
2019-02-27 00:00:00+00:00,‘성 접대 의혹’ 빅뱅 승리 “하루 빨리 경찰에 자진 출두하겠다”,ko,‘Song-jae’ won BIGBANG “He will soon be leaving the police”,`` Idol Room '' Wins `` Idol Room '',"[ Potato ] win , ' exhibition Unfair Competition '"
2019-02-27 00:00:00+00:00,박한별 남편 선긋기에 “애꿎은 사람 욕 말자” VS “부부 일인데? 사과해야”,ko,"""ARE YOU HAPPY"" VS ""ARE YOU HAPPY?"" WHAT TO DO",SBS ENTERTAINMENT TARGET IS THE FIRST TIME IN THE SECOND DAY OF THE FIRST DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY OF THE SECOND DAY,"' Bundling Sun ' Big Bang win Big Bang , Police self - expect "" I ' going invest real time """
2019-02-28 00:00:00+00:00,"승리, 마약 1차 조사 “음성 반응” 모발 검사는 1~2주 뒤",ko,"Win, Drug Primary Probe “Voice Reaction” Hair Inspection Back 1~2 weeks",BLACKPINK ’ S FIRST CONCERT FOR 2 YEARS AND 3 MONTHS OF DEBUT ... ’ 2 HOURS FULL-FILLED PRESENCE ”,WIN ` ` all the SUSPICIOUS INVESTIGATIONS '' .SPANKING WIN URINE HAIR SATURATION [ SS YISHU ]
2019-02-28 00:00:00+00:00,"빅뱅 승리 측 ""진실 밝혀질 것으로 기대한다""",ko,"BIGBANG win side ""I expect to reveal the truth""",BLACKPINK ’ S FIRST CONCERT FOR 2 YEARS AND 3 MONTHS OF DEBUT ... ’ 2 HOURS FULL-FILLED PRESENCE ”,victory ` ` all suspicious investigation '' .Spanking win urine hair squeeze
2019-02-28 00:00:00+00:00,"[SW이슈] 승리, 마약 1차 조사결과 ‘음성반응’ 이문호 대표는 ‘양성반응’",ko,"[SW ISH] VICTORY, THE 1ST SURVEY OF THE DRUG ""ACTIVE REACTION""",[ SINGLEREADY YTERVIEW 1 ] BIG BANG WIN `` BUSINESS ? ARTISTS ARE HERE '',""" go end "" win "" send end "" press release"
2019-02-28 00:00:00+00:00,"승리, 8시간30분 고강도 조사 받아 '마약 성접대 알선 혐의 전면 부인'",ko,"Win, 8h30min High-strength survey received 'Massage Protestants'","BIGBANG Wins , BLACKPINK Concert Blinked “ Jenny look Zodiac ”",the drug ` ` Binning Sun '' ... good suicide ''
2019-02-28 00:00:00+00:00,음성 양성 뜻은? 성접대 의혹 승리는 '음성' 버닝썬 이문호 대표는 '양성',ko,What is the voice proficiency? The ancestors of the ancestors of the ancestors of the ancestors of the ancestors of the ancestors of the ancestors of the ancestors of the ancestors,[ DON ’ T READ YTERVIEW 4 ] BIGBANG WINS “ I ’ VE BEEN RECEIVING THE ISHIYOUNG LACTATING SOAP . ”,` ` sungsuk '' win and can return to ` ` sungsuk '' [ SS YISHU ]
2019-02-28 00:00:00+00:00,"승리, 마약 1차 조사 음성 반응 “진실 밝혀질 것, 모발검사 결과는 1~2주 뒤”",ko,"Win, Drug Primary Probe Voice Reaction “The truth will be revealed, the hair test result is 1~2 weeks after”",[ READY YTERVIEW 3 ] THE STORY OF THE STORY .. FOREIGN LANGUAGES,Kim Yong - ho 's reporter ` ` Yang Hyun - seok meet receive 100 million ''
2019-02-28 00:00:00+00:00,"승리, 마약 1차 조사서 음성 판정 ""곧 진실 밝혀질 것""",ko,"Victory, the 1st investigation of the drug ""the truth will be revealed""","[ HI★PRESENT ] `` BLACK PINK COLOR '' JENNY , `` SOLO '' RESPONSIBLE","intensive Chugoku , include victory , eighth half investigation , police accident , etc"
2019-02-28 00:00:00+00:00,"디스패치, 승리 6억 생일파티 명단 공개 ‘누가 왔나 보니’",ko,"Desspaccio, a six hundred million birthday party unveiled 'Nagasaki'","[ Presentation ] Win , BLACKPINK Concert Guest appeared `` Big Bang Buffing common ''",' sensore ' Win Police Attendance 8h30min Night Sample Survey
2019-02-28 00:00:00+00:00,"디스패치 ""승리 생일파티 팔라완섬 빌려, 룸살롱 女 종업원 10명도""",ko,"Despachi ""Happy Birthday Party Palwan Island Bilge, Room Saloon Human Resources 10 people""",“ THE LARGEST NUMBER OF MR THEME PARKS IN HYUNDAI IT & E AND KOREA ”,"victory Fierce Power , Ears after Night Sample Survey"
2019-02-28 00:00:00+00:00,빅뱅 승리 밤샘 조사하는 동안 사옥에 파쇄차 부른 YG,ko,BIGBANG WIN NIGHT SAMPLE THAN YG IN CHANGE,Jenny `` Women 's Zodiac ? Too big compliments '',Despachi ` ` Restaurant 400 million Birthday Party→Banning Sun Open '' Palwanseo Resort Tongue ' Restaurant woman '
2019-02-28 00:00:00+00:00,"디스패치 ""승리, 필리핀서 6억대 생일파티 이문호 유흥업소 여성도 함께""",ko,"Dishpatch ""Winley, the Philippines's 6M Birthday Party Lee Munho Yuheung-up office women also together""","'HAN 'S CHINESE FESTIVAL ' MA DONG-SUK , WON NAM WOO-JOON AWARD AS 'BLOCK CITY ' ... MC KIM YONG-MAN×PARK SIYEON","Despachi "" Restaurant , Inviting Room Saloon Entrepreneur "" Wins "" Good Inmax , Meet Book """
2019-02-28 00:00:00+00:00,"음성 양성 뜻 관심, 빅뱅 지드래곤은 둘다 나왔다 승리는?",ko,"I’m interested in the voice positives, the big bang jandron wins two?",BLACKPINK ’ S FIRST CONCERT FOR 2 YEARS AND 3 MONTHS OF DEBUT ... ’ 2 HOURS FULL-FILLED PRESENCE ”,"[ SW ish ] win , police SELF - VISUAL ATTENDANCE ' BINNING SUN ' drug CLOSE all"
2019-02-28 00:00:00+00:00,"승리 소속사 YG, 새벽에 파쇄 업체 콜 박스 수십개가 가루로",ko,"WIN AFFILIATE YG, DAWN CRUSHER COLBOX DOZENS OF POWDER",[ READY YTERVIEW 2 ] WINLEY `` BIG BANG IS WORKING TOGETHER WITH THE FAMILY AND THE DAY '',8 hour victory ' Big Bang
2019-02-28 00:00:00+00:00,"승리, 성접대 마약 의혹 부인 경찰, 추가 소환 조사 검토",ko,"Victory, Sacred Drugs Gynecological Police, Additional Summoner Review","Winning `` BLACKPINK Looks Big Bang Ideas , Stretching Around World ''",` ` bomb survey '' victory target ` ` all suspicion ''
